Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
102,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,4163119785,Zara Mehta,32316.11,2024-04-24,16:48:35,129217.49,500000.0,Personal Loan,0.0
155,DEBIT,NEFT,ACC_RETAIL_001,Zara Pillai,1939042955,Sunita Jain,16502.05,2024-04-24,18:44:09,424352.67,500000.0,Personal Loan,0.0
176,CREDIT,NEFT,9703905715,Mohan Tiwari,ACC_RETAIL_001,Zara Pillai,31526.56,2024-04-25,19:41:52,610916.13,500000.0,Personal Loan,0.0
11,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,6241752544,Kavya Sharma,3776.34,2024-04-26,11:27:25,56155.95,500000.0,Personal Loan,0.0
121,DEBIT,Bank Transfer,ACC_RETAIL_001,Zara Pillai,4460967357,Zara Sharma,44075.84,2024-04-26,10:03:31,245294.8,500000.0,Personal Loan,0.0
98,CREDIT,UPI,6241752544,Kavya Sharma,ACC_RETAIL_001,Zara Pillai,36864.39,2024-04-28,08:01:46,136154.68,500000.0,Personal Loan,0.0
39,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,1939042955,Sunita Jain,24327.24,2024-04-29,02:08:05,156955.89,500000.0,Personal Loan,0.0
59,DEBIT,Bank Transfer,ACC_RETAIL_001,Zara Pillai,4460967357,Zara Sharma,4224.57,2024-04-29,05:25:36,18316.08,500000.0,Personal Loan,0.0
61,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,2181241943,Kavya Gupta,18550.25,2024-04-29,13:01:38,-19010.36,500000.0,Personal Loan,0.0
144,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,4163119785,Zara Mehta,11628.07,2024-04-30,09:40:16,381793.93,500000.0,Personal Loan,0.0
172,CREDIT,NEFT,7635473142,Aryan Joshi,ACC_RETAIL_001,Zara Pillai,22295.16,2024-04-30,16:38:10,561741.0,500000.0,Personal Loan,0.0
177,CREDIT,RTGS,7825844140,Arjun Das,ACC_RETAIL_001,Zara Pillai,12121.13,2024-05-01,10:27:47,623037.26,500000.0,Personal Loan,0.0
23,CREDIT,IMPS,1958682846,Zara Mehta,ACC_RETAIL_001,Zara Pillai,24685.98,2024-05-02,13:12:56,213485.28,500000.0,Personal Loan,0.0
40,DEBIT,IMPS,ACC_RETAIL_001,Zara Pillai,2812140441,Kiran Iyer,49272.79,2024-05-02,16:33:58,107683.1,500000.0,Personal Loan,0.0
64,CREDIT,UPI,4460967357,Zara Sharma,ACC_RETAIL_001,Zara Pillai,1726.92,2024-05-02,12:05:40,53828.9,500000.0,Personal Loan,0.0
53,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,2812140441,Kiran Iyer,40946.65,2024-05-03,03:46:17,53896.5,500000.0,Personal Loan,0.0
132,CREDIT,Cheque,4460967357,Zara Sharma,ACC_RETAIL_001,Zara Pillai,27891.27,2024-05-04,04:35:51,332937.04,500000.0,Personal Loan,0.0
