Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
123,CREDIT,Cheque,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,40768.69,2024-04-20,16:54:59,957175.32,500000.0,Personal Loan,0.0
154,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,45580.26,2024-04-20,04:31:14,928781.6,500000.0,Personal Loan,0.0
10,CREDIT,Cheque,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,38489.8,2024-04-21,04:58:47,506510.22,500000.0,Personal Loan,0.0
105,CREDIT,IMPS,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,35714.35,2024-04-22,04:32:21,643806.51,500000.0,Personal Loan,0.0
146,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,27337.48,2024-04-22,05:44:04,971395.34,500000.0,Personal Loan,0.0
156,CREDIT,IMPS,6554972315,Saanvi Sinha,ACC_RETAIL_002,Ishaan Chaudhary,26185.44,2024-04-22,02:52:16,946316.51,500000.0,Personal Loan,0.0
127,CREDIT,Cheque,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,9959.62,2024-04-24,01:44:25,1000000.78,500000.0,Personal Loan,0.0
165,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,30529.68,2024-04-24,11:37:33,904903.63,500000.0,Personal Loan,0.0
50,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,1625217504,Aryan Singh,33434.36,2024-04-25,01:52:23,608689.92,500000.0,Personal Loan,0.0
89,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,42652.53,2024-04-25,05:28:29,512141.1,500000.0,Personal Loan,0.0
97,CREDIT,RTGS,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,2368.5,2024-04-26,22:30:06,562993.08,500000.0,Personal Loan,0.0
125,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,4419410162,Tanvi Trivedi,2668.41,2024-04-27,01:31:32,964029.67,500000.0,Personal Loan,0.0
101,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,40526.88,2024-04-29,07:03:50,571007.85,500000.0,Personal Loan,0.0
106,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,8435.46,2024-04-29,18:41:26,635371.05,500000.0,Personal Loan,0.0
159,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,33107.28,2024-04-29,22:01:56,870494.53,500000.0,Personal Loan,0.0
12,CREDIT,IMPS,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,36751.81,2024-04-30,10:44:40,511702.85,500000.0,Personal Loan,0.0
21,CREDIT,Cheque,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,31952.49,2024-04-30,11:00:08,624442.54,500000.0,Personal Loan,0.0
40,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,5844.11,2024-04-30,16:08:58,618185.11,500000.0,Personal Loan,0.0
93,CREDIT,NEFT,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,47381.88,2024-04-30,19:09:55,565410.21,500000.0,Personal Loan,0.0
155,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,8650.53,2024-05-03,08:12:32,920131.07,500000.0,Personal Loan,0.0
3,CREDIT,Bank Transfer,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,8319.79,2024-05-04,12:34:53,454564.59,500000.0,Personal Loan,0.0
91,CREDIT,IMPS,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,6883.11,2024-05-04,03:05:04,485675.41,500000.0,Personal Loan,0.0
